,Start time,End time,Cut idx,Scene idx,Annotation RJH->KWJ->KTL,,,,,,,,,,,,,,,,,,,,
,,,,,The three officers and AAA arrive at the place AAA runs in BBB's direction angry,,,,,,,,,,,,,,,,,,,,
,,,,,The police and mrbean run after him,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
197,0:06:32,0:06:34,12,5,The shady guy runs vey fast holding the artwork and mrbean runs after him police officers not run fast,,,,,,,,,,,,,,,,,,,,
,,,,,BBB runs with the painting and AAA chases him There is a naked statue in the setting,,,,,,,,,,,,,,,,,,,,
,,,,,The man runs and mrbean follows him,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
198,0:06:34,0:06:36,12,5,mrbean stops where the male nude figure with its feet on a ball is mrbean lay down to push the ball figure with his leg ball figure connected to the whole figure try to push the ball separately,,,,,,,,,,,,,,,,,,,,
,,,,,AAA sees the statue stops near it and smiles It looks like he has an idea He lays down on the ground and starts to push the statue with his foot,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean stops at the nude sculpture,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
199,0:06:36,0:06:38,12,5,mrbean pushes the ball figure with all his strength and manages to make it roll over to the other side,,,,,,,,,,,,,,,,,,,,
,,,,,The ball part of the statue that AAA was pushing with his foot falls apart from the statue and rolls towards BBB direction,,,,,,,,,,,,,,,,,,,,
,,,,,The sculpture is step on a stone ball with one foot and mrbean releases it from its place The ball rolls over,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
200,0:06:38,0:06:40,12,5,mrbean watches the ball rolling away from him and closes his eyes as if he does not want to see what it will hit Did it hit the shady guy,,,,,,,,,,,,,,,,,,,,
,,,,,the sound of the ball rolling AAA closes his eyes tightly,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean releases the stone ball from the sculpture and it rolls over,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
201,0:06:40,0:06:42,12,5,mrbean opens his eyes and seems pleased to see what happen but the figure starts to fall,,,,,,,,,,,,,,,,,,,,
,,,,,sound the ball has hit something AAA smiles and cry out his happiness a sound of someone sighing The statue now without the ball starts to lose balance and shakes AAA is surprised,,,,,,,,,,,,,,,,,,,,
,,,,,The ball crashes into something The sculpture has now lost its balance,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
202,0:06:42,0:06:44,12,5,mrbean rapidly holds up the feet of the falling male nude figure to support it,,,,,,,,,,,,,,,,,,,,
,,,,,AAA holds on to the foot of the statue with his hands,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean has to hold the foot of the sculpture in order not to let it fall,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
203,0:06:44,0:06:46,12,5,mrbean sighs with relief and smiles The leaf figure suddenly falls down in front of his eyes he support the figure sit down,,,,,,,,,,,,,,,,,,,,
,,,,,AAA lets out a sigh of relief A sighing sound of another man is heard then a leaf part of the statue falls to the statue floor leaf is the part that covers the genitals of the statue,,,,,,,,,,,,,,,,,,,,
,,,,,The leaf that originally covered the private part of the sculpture falls off,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
204,0:06:46,0:06:48,12,5,mrbean looks at the fallen leaf figure with eyes open wide and looks up the male nude figure to see where it fell from It was probably covering the penis part of the nude figure,,,,,,,,,,,,,,,,,,,,
,,,,,AAA sees the leaf that has fallen down in front of him and carefully looks up The laughter of schoolgirls is heard in the background,,,,,,,,,,,,,,,,,,,,
,,,,,The leaf that originally covered the private part of the sculpture falls off,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
205,0:06:48,0:06:50,12,5,mrbean discovers what has happened and screams Outside the art museum the birds fly away because of his scream mrbean really does not like that there was nothing covering the penis part of the nude figure any more,,,,,,,,,,,,,,,,,,,,
,,,,,AAA shouts in terror after looking up The birds outside of the museum building all start flying as AAA cry is heard,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean looks up and is shocked,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
206,0:06:50,0:06:52,12,5,mrbean is still screaming and the birds are flying around,,,,,,,,,,,,,,,,,,,,
,,,,,The birds fly high up into the sky BBB trapped inside the police truck he is caught by the police,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean cries out loud Birds fly away from the roof of the gallery,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
207,0:06:52,0:06:54,12,5,The shady guy locked up in the police car is holding the bar looking outside He falls as the car starts to run fast,,,,,,,,,,,,,,,,,,,,
,,,,,The police truck that has BBB trapped inside drives away,,,,,,,,,,,,,,,,,,,,
,,,,,Scene change The man from the blue car is taken away in prison transport vehicle,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
208,0:06:54,0:06:56,12,5,The police car drives away from the art museum mrbean is standing with a police officer and another man holding the art pieces they have taken out from shady guy purple car,,,,,,,,,,,,,,,,,,,,
,,,,,AAA is outside the museum with an officer and a man with a mustache and glasses The purple car is in front of them with the trunk wide open filled with paintings The officer and the mustache man each hold a different painting and are looking at it AAA stands next to them with a proud looking face The mustache man lets out a sigh,,,,,,,,,,,,,,,,,,,,
,,,,,Police are checking all the paintings from the blue car Mrbean sighs with relief,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
209,0:06:56,0:06:58,12,5,The man with glasses holding the art piece comes to mrbean to shake his hands He is thanking mrbean and mrbean seems content with what he has done The man with glasses is probably related to the art museum working there or maybe own those artworks,,,,,,,,,,,,,,,,,,,,
,,,,,The mustache man goes over to AAA and shakes his hand He says Thank you thank you so much to AAA,,,,,,,,,,,,,,,,,,,,
,,,,,The man with glasses shakes hands with mrbean in order to thank him,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
210,0:06:58,0:07:00,12,5,mrbean done with shaking blows air off his hands and looks at it He is appreciating what his hand has done,,,,,,,,,,,,,,,,,,,,
,,,,,After shaking hands with the mustache man AAA gives a blow to his right hand fingers then stretches out his right arm AAA notices something in his hand and brings it close to his body He lets out sound,,,,,,,,,,,,,,,,,,,,
,,,,,The man with glasses shakes hands with mrbean in order to thank him,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
211,0:07:00,0:07:02,CHANGE,CHANGE,Scene change,,,,,,,,,,,,,,,,,,,,
,,,,,AAA is waiting behind a light blue car The light blue car is in bad shape it fumes out smoke and does not start AAA honks using his head,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean is at the dock The car in front of his cannot start its engine,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
212,0:07:02,0:07:04,13,3,The blue car in front of mrbean is blocking his way and mrbean is honking the horn The car is probably broken because it cannot move while it seems like it is trying to move,,,,,,,,,,,,,,,,,,,,
,,,,,AAA is waiting behind a light blue car The light blue car is in bad shape it fumes out smoke and does not start AAA honks using his head,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean is at the dock The car in front of his cannot start its engine,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
213,0:07:04,0:07:06,13,3,mrbean drives his car a little bit backwards and then turn it around to go ahead of the blue car that is not moving,,,,,,,,,,,,,,,,,,,,
,,,,,AAA backs up his car and attempts to overtake the blue car,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean turns his car and drives past the car in front,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
214,0:07:06,0:07:08,13,3,mrbean drives his car fast into the ship making the man who was playing music fall to the ocean The man was trying to avoid mrbean car and fell,,,,,,,,,,,,,,,,,,,,
,,,,,AAA overtakes the blue car and manages to get in the ship The old man with the instruments fall down from the edge of the dock due to the green car sudden movement and speed,,,,,,,,,,,,,,,,,,,,
,,,,,He quickly gets aboard The old man who was playing music falls in the water as he had to dodge mrbean car,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
215,0:07:08,0:07:10,13,3,The man who was playing music fell to the ocean and the other man looks shocked at what just happened Man die,,,,,,,,,,,,,,,,,,,,
,,,,,The drum that the old man had jumps up with splashing sound The old man has fallen into the water Then the scene shifts to showing a map of West Europe focusing on the England and France The map of England and France is shown as a map covered in their own national flag The Big Ben is placed on the map of England and the Eiffel Tower is placed on the map of France,,,,,,,,,,,,,,,,,,,,
,,,,,The old man falls in the water,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
216,0:07:10,0:07:12,13,3,A map showing the England and France with each of its landmarks Big Ben and Eiffel Tower,,,,,,,,,,,,,,,,,,,,
,,,,,The map being zoomed in on the body of water between England and France showing the the southern part of England and the northern part of France A ship sail from the England to France,,,,,,,,,,,,,,,,,,,,
,,,,,The ship sets sail from England to France,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
217,0:07:12,0:07:14,13,3,The ship is sailing from the England to France,,,,,,,,,,,,,,,,,,,,
,,,,,A ship sail from the England to France,,,,,,,,,,,,,,,,,,,,
,,,,,The ship sets sail from England to France,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
218,0:07:14,0:07:16,13,3,A guy is playing an accordion where the ship docks,,,,,,,,,,,,,,,,,,,,
,,,,,A man sings and plays an Accordion in a dock He looks like a Frenchman he is wearing glasses and a beret and has a fancy mustache There is a French flag in the back,,,,,,,,,,,,,,,,,,,,
,,,,,The ship arrives France An old man is at the dock playing the accordion,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
219,0:07:16,0:07:18,13,3,The entrance of the ship has opened so that the cars can come out,,,,,,,,,,,,,,,,,,,,
,,,,,The man continues to sing and play the instrument The door of the ship falls open,,,,,,,,,,,,,,,,,,,,
,,,,,The door of the ship opens and the blue car is the first to get off,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
220,0:07:18,0:07:20,13,3,The shady guy purple car comes out first and then the slow blue car follows I thought it was broken down but it managed to get on the ship at last,,,,,,,,,,,,,,,,,,,,
,,,,,The purple car with BBB inside rushes out of the ship quickly The blue car slowly drives out after the purple car,,,,,,,,,,,,,,,,,,,,
,,,,,Cars continue getting off from the ship,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
221,0:07:20,0:07:22,13,3,mrbean car is again blocked by the blue car that is struggling to move on the way out,,,,,,,,,,,,,,,,,,,,
,,,,,The blue car fumes suddenly stops and moves very slowly The green car with AAA inside drives out of the ship after it As the blue car malfunctions AAA backs up his car,,,,,,,,,,,,,,,,,,,,
,,,,,As mrbean car is getting off the car in front suddenly stops,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
222,0:07:22,0:07:24,13,3,mrbean again backs his car a bit and then turns to go ahead of the blue car causing the man who was playing the accordion to fall to the ocean,,,,,,,,,,,,,,,,,,,,
,,,,,AAA surpasses the blue car by driving on the side of the blue car The Frenchman falls to the water due to the green car sudden shift in direction and high speed,,,,,,,,,,,,,,,,,,,,
,,,,,So mrbean turns his car and drives past the car in front again and the accordion man falls into the water,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
223,0:07:24,0:07:26,13,3,mrbean car and the shady guy car on the map of France where mrbean drives taking lots of detours while the shady guy is going pretty straight forward Why cannot mrbean just drive like the shady guy,,,,,,,,,,,,,,,,,,,,
,,,,,The map of France covered in the French flag is being zoomed in It shows where the purple and green car are driving around in France The map also shows the Eiffel Tower,,,,,,,,,,,,,,,,,,,,
,,,,,Now the two cars are in France driving around,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
224,0:07:26,0:07:28,13,3,mrbean car and the shady guy car on the map and then the tip of Eiffel tower shows,,,,,,,,,,,,,,,,,,,,
,,,,,The map continues showing the green and purple car tracks then the screen shifts to showing a top of a tower I think this is the Eiffel Tower,,,,,,,,,,,,,,,,,,,,
,,,,,Now the two cars are in France driving around,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
225,0:07:28,0:07:30,13,3,Showing the top of Eiffel tower and then shows it gradually to the lower part,,,,,,,,,,,,,,,,,,,,
,,,,,The camera goes down and shows the body of the tower It is the Eiffel Tower,,,,,,,,,,,,,,,,,,,,
,,,,,The Eiffel Tower,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
226,0:07:30,0:07:32,13,3,There are two cars between the shady guy purple car and mrbean green car where mrbean car is behind They seem to be stuck in traffic mrbean sticks his head out of the window to see ahead,,,,,,,,,,,,,,,,,,,,
,,,,,Many cars are lined up after each other in a straight line near the eiffel Tower The purple car is in the very front far away from the green car as there are two cars between them AAA sticks his head out the car window They are stuck in traffic,,,,,,,,,,,,,,,,,,,,
,,,,,Cars are in a queue near Eiffel Tower,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
227,0:07:32,0:07:34,13,3,mrbean and some other people are honking the horns,,,,,,,,,,,,,,,,,,,,
,,,,,AAA honks and puts his head back in the car He complains,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean is impatiently waiting in the queue,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
228,0:07:34,0:07:36,13,3,Showing from mrbean green car to the shady guy purple car ahead,,,,,,,,,,,,,,,,,,,,
,,,,,other cars ahead of the green car purple car,,,,,,,,,,,,,,,,,,,,
,,,,,The blue car is also in the queue two cars in front of mrbean,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
229,0:07:36,0:07:38,13,3,The shady guy is looking angry and continues to honk the horn He is probably running away from mrbean so also in a hurry,,,,,,,,,,,,,,,,,,,,
,,,,,BBB frowns and groans in his car He looks unhappy and discontent,,,,,,,,,,,,,,,,,,,,
,,,,,The man in the blue car honks his car impatiently,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
230,0:07:38,0:07:40,14,2,mrbean sitting by under the figure is rubbing the picture with his hand and blowing air to it There is a man with glasses walking towards the artwork on the wall in the background,,,,,,,,,,,,,,,,,,,,
,,,,,AAA is sitting down on the floor inside the art museum He is sitting behind the naked statue with the ball He wipes a piece of note with his left arm sleeve and spits on it afterwards A man in the back walks and looks at the flower painting owner of the Venus painting,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean is in the gallery He is looking at a picture,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
231,0:07:40,0:07:42,14,2,The scene zooms to the guy with glasses in the back He is looking at the artwork of sunflowers on the wall He is probably a museum custodian,,,,,,,,,,,,,,,,,,,,
,,,,,man look flower painting He sees the painting then reaches for something on the inside of this apron,,,,,,,,,,,,,,,,,,,,
,,,,,The man with glasses is looking at the flower painting mrbean took a picture of the painting in the earlier scene The man with glasses is the one who shake mrbean hands when they retrieve back painting,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
232,0:07:42,0:07:44,14,2,The museum custodian takes out a remote control and aims it to the laser line,,,,,,,,,,,,,,,,,,,,
,,,,,He takes out a remote and clicks on a button on the remote He turns off the laser detector,,,,,,,,,,,,,,,,,,,,
,,,,,The man with glasses takes out a remote control to deactivate the laser beam in front of the painting maybe he works at the museum Curator,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
233,0:07:44,0:07:46,14,2,The museum custodian turns off the laser line and spreads his arm,,,,,,,,,,,,,,,,,,,,
,,,,,A sound of beep is rung after the laser detector turns off The man puts the remote back into his clothes and stretches his two hands out,,,,,,,,,,,,,,,,,,,,
,,,,,The man is going to remove the painting,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
234,0:07:46,0:07:48,14,2,The museum custodian takes off the artwork and walks away holding it mrbean is fanning himself with the picture sitting down not noticing what just happened,,,,,,,,,,,,,,,,,,,,
,,,,,AAA fans himself using the note The man who turned off the laser CCC takes the painting off the wall and carries it somewhere,,,,,,,,,,,,,,,,,,,,
,,,,,The man takes the painting away,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
235,0:07:48,0:07:50,14,2,mrbean looks closely into the picture and starts smiling,,,,,,,,,,,,,,,,,,,,
,,,,,AAA looks at the note He smiles and says awe out loud He is holding and looking at a snapshot of BBB taking the flower painting off a wall BBB is most likely robbing that painting here,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean looks at the picture he took and it reveals the man from the blue car stealing the flower painting,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
236,0:07:50,0:07:52,14,2,It is a picture of the shady guy trying to take the artwork off of the wall This is a solid evidence of his theft,,,,,,,,,,,,,,,,,,,,
,,,,,AAA says yes in a victorious tone out loud and clenches his fist,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean looks at the picture he took and it reveals the man from the blue car stealing the flower painting Mrbean has proof,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
237,0:07:52,0:07:54,14,2,mrbean turns around and finds out that there is no artwork anymore at the wall,,,,,,,,,,,,,,,,,,,,
,,,,,AAA shakes his fists as a sign of happiness and triumph He turns back and sees that the flower painting is missing from its place,,,,,,,,,,,,,,,,,,,,
,,,,,When he looks at to where the painting was before it is not there anymore,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
238,0:07:54,0:07:56,14,2,mrbean seems somewhat shocked by it,,,,,,,,,,,,,,,,,,,,
,,,,,He says oh no out loud and stands up Not the painting,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean is shocked,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
239,0:07:56,0:07:58,14,2,mrbean stands up and shouts out to let the guards know He thinks that the picture is stolen when it was just taken off by the custodian,,,,,,,,,,,,,,,,,,,,
,,,,,He shouts hello then lets out a weird sound and runs towards another naked statue But this time this naked statue is wearing a jacket,,,,,,,,,,,,,,,,,,,,
,,,,,He shouts out to alert the security,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
240,0:07:58,0:08:00,14,2,mrbean runs to the female nude figure where he put his jacket on and takes his jacket to wear it,,,,,,,,,,,,,,,,,,,,
,,,,,He takes the jacket off from the statue and wears it Laugh out loud He is the one that clothed the statue The statue shakes,,,,,,,,,,,,,,,,,,,,
,,,,,He gets his coat off the female sculpture The sculpture is shaking,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
241,0:08:00,0:08:02,14,2,The female nude figure shakes because mrbean took his jacket away from it very fast so he supports for a bit to make it not move anymore,,,,,,,,,,,,,,,,,,,,
,,,,,He sees the statue shaking and holds it with his two hands to stop the shaking He looks up using only his eyes,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean has to hold the sculpture to make it stop shaking,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
242,0:08:02,0:08:04,14,2,mrbean turns around to go while covering his eyes to not see the nude figure He is kind of overreacting to the nudity,,,,,,,,,,,,,,,,,,,,
,,,,,He lets go of the statue after fixing it in place He covers his eyes a little and looks at the statue to check on it He then turns around runs away,,,,,,,,,,,,,,,,,,,,
,,,,,Then he runs somewhere shouting,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
243,0:08:04,0:08:06,14,2,mrbean runs to the entrance while shouting out for attention,,,,,,,,,,,,,,,,,,,,
,,,,,He runs towards the entrance exit of the art gallery while shouting out some words Then he suddenly turns back and looks at the naked statue with the ball,,,,,,,,,,,,,,,,,,,,
,,,,,Then he runs somewhere shouting,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
244,0:08:06,0:08:08,14,2,mrbean notices something in the gallery and come back inside,,,,,,,,,,,,,,,,,,,,
,,,,,He looks around his surroundings then runs to the naked statue with the ball,,,,,,,,,,,,,,,,,,,,
,,,,,He turns back and sees the male sculpture,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
245,0:08:08,0:08:10,14,2,mrbean forgot his handkerchief on the male nude figure so he takes it and continues to run to the entrance,,,,,,,,,,,,,,,,,,,,
,,,,,He takes the handkerchief from the statue which was covering the genitals of the statue,,,,,,,,,,,,,,,,,,,,
,,,,,He gets back to the male sculpture to get the piece of cloth he put earlier,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
246,0:08:10,0:08:12,CHANGE,CHANGE,Scene change,,,,,,,,,,,,,,,,,,,,
,,,,,The scene changes and the camera shows the top of the museum building The England flag flutters in the wind at the very top of the building Cars driving on the road,,,,,,,,,,,,,,,,,,,,
,,,,,The art gallery Flags are flying in the wind,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
247,0:08:12,0:08:14,15,1,In front of the art museum cars are running on the road including the red double decker,,,,,,,,,,,,,,,,,,,,
,,,,,In front of the museum green car black car red bus drive by,,,,,,,,,,,,,,,,,,,,
,,,,,The art gallery Flags are flying in the wind This must be the first time the art gallery is introduced in this video clip judging the background music,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
248,0:08:14,0:08:16,15,1,mrbean green car arrives in front of the art museum on the road,,,,,,,,,,,,,,,,,,,,
,,,,,Someone sighs and a green car appear from the left It stops in front of the museum AAA is inside that car,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean car arrives at the gallery,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
249,0:08:16,0:08:18,15,1,mrbean gets out of his car,,,,,,,,,,,,,,,,,,,,
,,,,,AAA gets out of his car,,,,,,,,,,,,,,,,,,,,
,,,,,He gets of his car He looks like he is in a good mood,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
250,0:08:18,0:08:20,15,1,mrbean closes the car door and locks it It looks a bit strange to put the lock on the car door like that,,,,,,,,,,,,,,,,,,,,
,,,,,He closes the door and locks it firm with a lock He starts walking,,,,,,,,,,,,,,,,,,,,
,,,,,He locks up his car,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
251,0:08:20,0:08:22,15,1,mrbean walks a bit and notices the police woman holding the parking fine ticket by the yellow car ahead of him,,,,,,,,,,,,,,,,,,,,
,,,,,He notices something in front of him and halts in surprise A lady officer is giving another car a ticket She is probably giving the car a ticket because it is parked illegally or because parking in front of the museum is not allowed,,,,,,,,,,,,,,,,,,,,
,,,,,He sees the female traffic warden writing a ticket for the car that has parked in front of his,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
252,0:08:22,0:08:24,15,1,The police woman is scribbling something on the ticket and mrbean watches it,,,,,,,,,,,,,,,,,,,,
,,,,,The officer writes something in her notepad while shaking her head and complaining AAA watches her as if examining the situation,,,,,,,,,,,,,,,,,,,,
,,,,,He sees the female traffic warden writing a ticket for the car that has parked in front of his,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
253,0:08:24,0:08:26,15,1,mrbean looks down to check the road and finds out that there are two yellow lines on it This means that it is not allowed to park there,,,,,,,,,,,,,,,,,,,,
,,,,,AAA walks over to the front of his car and bends his body over slightly I think he is looking at the ground or the front part of the hood,,,,,,,,,,,,,,,,,,,,
,,,,,He thinks of an idea to avoid the ticket and to be able to park his car in front of the gallery,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
254,0:08:26,0:08:28,15,1,mrbean sighs and thinks hard for a bit He is thinking about what to do in this situation,,,,,,,,,,,,,,,,,,,,
,,,,,AAA stands straight again and taps his chin multiple times He is thinking,,,,,,,,,,,,,,,,,,,,
,,,,,He thinks of an idea to avoid the ticket and to be able to park his car in front of the gallery,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
255,0:08:28,0:08:30,15,1,mrbean shakes his head while thinking hard Will he think of a brilliant solution,,,,,,,,,,,,,,,,,,,,
,,,,,He then fix or adjusts his tie Or is he fiddling around with it,,,,,,,,,,,,,,,,,,,,
,,,,,He thinks of an idea to avoid the ticket and to be able to park his car in front of the gallery,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
256,0:08:30,0:08:32,15,1,mrbean smiles as he probably got an idea what to do So this was when he decided to fool the police woman with his tricks,,,,,,,,,,,,,,,,,,,,
,,,,,He then smiles wickedly and says ah as if he has an idea,,,,,,,,,,,,,,,,,,,,
,,,,,He gets an idea,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
257,0:08:32,0:08:34,15,1,mrbean walks to the trunk,,,,,,,,,,,,,,,,,,,,
,,,,,He joyfully skips over to the trunk of his car The music is bright and seems to describe AAA current mood and situation,,,,,,,,,,,,,,,,,,,,
,,,,,He goes back to the trunk of his car,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
258,0:08:34,0:08:36,15,1,mrbean opens the trunk and reaches for something inside with a smile He seems very excited when he is doing something mischievous,,,,,,,,,,,,,,,,,,,,
,,,,,He opens the trunk door and puts his hand inside He is going to take the pair of legs out,,,,,,,,,,,,,,,,,,,,
,,,,,He looks through the stuff in the trunk,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
259,0:08:36,0:08:38,15,1,What mrbean has taken out of the trunk was a pair of fake legs He looks at it with excitement,,,,,,,,,,,,,,,,,,,,
,,,,,He takes the pair of legs out of the trunk and exclaims ah He smiles and pose as if to show it off proudly,,,,,,,,,,,,,,,,,,,,
,,,,,He takes out a figure of two legs,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
260,0:08:38,0:08:40,15,1,mrbean walks to the front of the car holding the fake legs,,,,,,,,,,,,,,,,,,,,
,,,,,He brings the pair of legs to the front of the car,,,,,,,,,,,,,,,,,,,,
,,,,,He is going to put the legs under his car,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
261,0:08:40,0:08:42,15,1,mrbean kneels down to place the fake legs under the car He wants to make it look like there is someone under the car so that the police cannot write a fine ticket to his car,,,,,,,,,,,,,,,,,,,,
,,,,,He kneels on the ground and places the upper part of the legs under the car so that it would look like someone is lying under the car,,,,,,,,,,,,,,,,,,,,
,,,,,He places the legs under his car,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
262,0:08:42,0:08:44,15,1,mrbean seems very proud of himself about what he has thought of He reaches for something inside his jacket He wants to add something to the fake legs,,,,,,,,,,,,,,,,,,,,
,,,,,He stands up and takes out a wrench from his jacket,,,,,,,,,,,,,,,,,,,,
,,,,,He takes out a wrench from his pocket,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
263,0:08:44,0:08:46,15,1,mrbean takes out a repair tool from his jacket and put it right next to where he put the fake legs Now it seems more plausible that someone is working under the car,,,,,,,,,,,,,,,,,,,,
,,,,,He puts the wrench down right next to the pair of legs,,,,,,,,,,,,,,,,,,,,
